idName,title,nOfJobs
xtclang,Ecstasy,0
steinhaus-moser-notation,Steinhaus-Moser notation,0
man-machine-language,MML,0
cam,Content Assembly Mechanism,0
colorforth,ColorForth,0
zbasic,ZBasic,0
signal,SIGNAL,0
mark-iv,MARK IV,0
ttm,TTM,0
corman-common-lisp,Corman Common Lisp,0
quikscript,QUIKSCRIPT,0
co2,co2,0
ren-c,Ren-C,0
rhine,rhine,0
isbl,ISBL,0
croma,Croma,0
mobl-lang,Mobl,0
ubjson,UBJSON,0
cperl,cperl,0
ttcn,Tree and Tabular Combined Notation,0
keli,keli,0
basic-ap,BASIC A+,0
mallard-basic,Mallard BASIC,0
janus-programming-language,Janus,0
lisp-2,LISP 2,0
ratfiv,Ratfiv,0
mlatu,mlatu,0
ale,a Lisp Environment,0
sbcl,Steel Bank Common Lisp,0
jis-x-0201,JIS X 0201,0
jass,Just Another Scripting Syntax,0
forml,Forml,0
ciel,Ciel,0
ciao-programming-language,Ciao,0
pico,PICO,0
slideshow,Slideshow,0
join-java,Join Java,0
juniper,juniper,0
rascalmpl,RascalMPL,0
tscript,TScript,0
huginn,huginn,0
alumina,Alumina,0
tuplemarkup,tuplemarkup,0
vlibtemplate,VlibTemplate,0
dern,Dern,0
yamp,YAMP,0
hcard,HCard,0
redshift,Amazon Redshift,0
strat,strat,0
fardlang,Fardlang,0
lila-lang,lila-lang,0
hugo,HUGO,0
behavior-markup-language,BML,0
coherence,coherence,0
procfile,Procfile,0
quorum,quorum,0
usd,USD,0
wescheme,wescheme,0
worst,Worst,0
julia-lang,Joyfully Universal Language for (Inline) Assembly,0
life,LIFE,0
myghty,Myghty,0
uiml,UIML,0
chomski,Chomski,0
visual-test,Visual Test,0
argus,Argus,0
gamemonkey-script,GameMonkey Script,0
litescript,LiteScript,0
om,Om,0
aadl,Avionics Architecture Design Language,0
trellis,Trellis,0
kawa-scheme-implementation,Kawa,0
data-general-business-basic,Data General Business Basic,0
snaptag,SnapTag,0
transaction-language-1,Transaction Language 1,0
gtf-format,Gene transfer format,0
medusa,MEDUSA,0
ana,ana,0
polyglot-compiler,polyglot-compiler,0
savi,Savi,0
aztec-c,Aztec C,0
lambda-prolog,ΛProlog,0
scratchpad,Scratchpad,0
l2,l2,0
vilnius-basic,Vilnius BASIC,0
jisp,Jisp,0
mys,mys,0
ids,Integrated Data Store,0
dynamo,DYNAMO,0
eurisko,Eurisko,0
ramdascript,RamdaScript,0
hivemind,hivemind,0
gforth,Gforth,0
mythryl,mythryl,0
tablam,tablam,0
alma-0,Alma-0,0
chill,CHILL,0
abbreviated-test-language-for-all-systems,Abbreviated Test Language for All Systems,0
ante-esolang,Ante,0
proteus-programming-language,Proteus,0
rita,Rita,0
json-script,JSONScript,0
cgol,CGOL,0
zeno,ZENO,0
z,Z,0
lil,Little Implementation Language,0
daplex,Daplex,0
nxt-g,NXT-G,0
vcard,vCard,0
h-lang,h,0
blue-programming-language,Blue,0
pinto,pinto,0
tree-annotation-operator,TAO,0
nydp,nydp,0
jlang,JLang,0
link,Link,0
lain,lain,0
luau,luau,0
mtml,Marine Trading Markup Language,0
trex,Trex,0
z2,z2,0
apl2,APL2,0
bioscript,bioscript,0
blue,blue,0
efl,EFL,0
emerald,Emerald,0
qcl,QCL,0
sora,sora,0
specrtl,specrtl,0
subx,SubX,0
b32-business-basic,B32 Business Basic,0
sun-raster-format,Sun Raster,0
upic,UPIC,0
mapper,MAPPER,0
work-flow-language,WFL,0
agentspeak,AgentSpeak,0
bcx,BCX,0
cornell-university-programming-language,Cornell University Programming Language,0
macbasic,MacBASIC,0
jet-propulsion-laboratory-display-information-system,Jet Propulsion Laboratory Display Information System,0
fasttrack-scripting-host,FastTrack Scripting Host,0
ps-algol,PS-algol,0
vivaldi,vivaldi,0
pascal-abc.net,PascalABC.NET,0
kei,kei,0
mages,mages,0
basicode,BASICODE,0
kqml,Knowledge Query and Manipulation Language,0
harwell-boeing-format,Harwell-Boeing file format,0
spitbol,SPITBOL,0
ikarus,Ikarus Scheme implementation,0
lyapas,LYaPAS,0
objectlogo,ObjectLOGO,0
saol,SAOL,0
southampton-basic-system,Southampton BASIC System,0
extended-ml,Extended ML,0
basic-e,BASIC-E,0
universe,UniVerse,0
post-canonical-system,Post production,0
6gunz,6gunz,0
edgelisp,edgelisp,0
jonprl,jonprl,0
d-data-language-specification,D data language specification,0
convert,CONVERT,0
genexus,GeneXus,0
unseemly,unseemly,0
txtzyme,txtzyme,0
typecobol,typecobol,0
ais,Alternate Instruction Set,0
loci,loci,0
r4,r4,0
lava,Lava,0
scriptbasic,ScriptBasic,0
fenix-project,Fenix Project,0
basic09,BASIC09,0
encore,Encore,0
brain-flak,Brain-Flak,0
rpp,R++,0
ktexteditor-editor,ktexteditor-editor,0
hrqr,hrqr,0
election-markup-language,Election Markup Language,0
renderman-shading-language,RenderMan Shading Language,0
dragonbasic,DragonBASIC,0
lse,Langage Sans Espoir,0
fp3,fp,0
flapjax,Flapjax,0
little-b,Little b,0
cheetah,CheetahTemplate,0
lithe,Lithe,0
plaid-programming-language,Plaid,0
adamant,adamant,0
nianiolang,nianiolang,0
flua,flua,0
ferite,Ferite,0
kaml,KAML,0
kami,Kami,0
alan,alan,0
avro,avro,0
beautiful-report-language,beautiful-report-language,0
copilot,Copilot,0
mathlingua,MathLingua,0
nasal,Nasal,0
plantuml,plantuml,0
s-lang,s-lang,0
sweet-expressions,Sweet Expressions,0
verve,verve,0
cp,CP,0
darcs-patch,Darcs Advanced Revision Control System,0
rise,rise,0
shift,SHIFT,0
webql,webql,0
ccr,Continuity of Care Record,0
aui,AUI,0
amiga-programming-languages,Amigas,0
spip,SPIP,0
hopscotch,Hopscotch,0
nomad-software,Nomad software,0
visual-smalltalk-enterprise,Visual Smalltalk Enterprise,0
pv-wave,PV-Wave,0
aplx,APLX,0
abset,ABSET,0
agora,Agora,0
mapbasic,MapBasic,0
tmg,TMG,0
bounce-lang,Bounce,0
pascal-script,Pascal Script,0
ircis,ircis,0
elliott-algol,Elliott ALGOL,0
snoop,SNOOP,0
concurrent-ml,Concurrent ML,0
dml,DML,0
think-c,THINK C,0
openroad,OpenROAD,0
guido-music-notation,GUIDO music notation,0
simpl,SIMPL,0
easylanguage,EasyLanguage,0
dcat,Data Catalog Vocabulary,0
meta-ii,Meta II,0
omnis-studio,Omnis Studio,0
v-golf,V,0
easy,Easy Programming Language,0
sbml,Systems Biology Markup Language,0
itl,ITL,0
protel,Protel,0
keysight-vee,Agilent VEE,0
dibol,Digital Interactive Business Oriented Language,0
lambda-zero,lambda-zero,0
alf,Algebraic Logic Functional,0
onyx,Onyx,0
d4-programming-language,D4,0
zl,zl,0
texy,Texy!,0
alphard-programming-language,Alphard,0
opencomal,OpenComal,0
nylo,nylo,0
clix,CLiX markup,0
leap,LEAP,0
orca,orca,0
rtf,RTF,0
rpscript,rpscript,0
awl,awl,0
juicy,juicy,0
leaf,leaf,0
rapidbatch,RapidBatch,0
starpial,starpial,0
kerf,kerf,0
golfscript,GolfScript,0
indental,Indental,0
les,LES,0
nhx,The New Hampshire X Format,0
pop-pl,Patient-Oriented Prescription Programming Language,0
promql,PromQL,0
slim,slim,0
srv,srv,0
eden,Eden,0
emoticon,emoticon,0
kivy-lang,kivy-lang,0
mmix,mmix,0
red-lang,Red,0
scl,Structured Control Language,0
algol-n,ALGOL N,0
galaksija-basic,Galaksija BASIC,0
apse,APSE,0
string-diagrams-notation,String diagram,0
iif,Intuit Interchange Format,0
palasm,PALASM,0
wol,WOL,0
framework-office-suite,Framework office suite,0
star,Star,0
jazz,Jazz,0
twelf,Twelf,0
tasm,TASM,0
tosh,Tosh,0
statsplorer,Statsplorer,0
fpgac,FpgaC,0
object-z,Object-Z,0
sympl,SYMPL,0
basic4gl,Basic4GL,0
gnu-e,GNU E,0
nested-context-language,Nested Context Language,0
sam76,SAM76,0
supertalk,SuperTalk,0
commonloops,CommonLoops,0
ca-realizer,CA-Realizer,0
flacc,FLACC,0
object-oberon,Object Oberon,0
ramis-software,Ramis software,0
batari-basic,Batari Basic,0
bywater-basic,Bywater BASIC,0
northstar-basic,NorthStar BASIC,0
todotxt,Todotxt,0
visual-dataflex,Visual DataFlex,0
rexon,Rexon,0
spl,Structured Product Labeling,0
aplette,aplette,0
ruleml,RuleML,0
garp,GARP,0
cs-script,CS-Script,0
proiv,PROIV,0
slip,SLIP,0
demos,DEMOS,0
flex-lang,Flex language,0
alphabasic,AlphaBasic,0
basic-11,BASIC-11,0
mycroft,mycroft,0
glush,glush,0
taijilang,Taijilang,0
ralph,ralph,0
cmu-common-lisp,CMU Common Lisp,0
clamp,Common Lisp with Arc Macros and Procedures,0
i,I,0
tom,TOM,0
lis,Langage Implementation Systeme,0
rainbow,rainbow,0
fjs,fjs,0
phorth,phorth,0
z-lang,z-lang,0
plexil,PLEXIL,0
wcps,WCPS,0
brown-university-interactive-language,BRUIN,0
icarus,icarus,0
ham,Ham,0
diana,DIANA,0
wsfn-programming-language,WSFN,0
badlanguage,badlanguage,0
rel-lang,rel-lang,0
konsolscript,KonsolScript,0
gintonic,gintonic,0
jedlang,jedlang,0
blur-markup-language,blur-markup-language,0
formality,formality,0
ramen,ramen,0
asp.net,ASP.NET,0
corescript,corescript,0
mathml,MathML,0
nrl,Namespace Routing Language,0
lezer,lezer,0
emesh,emesh,0
flownote,flownote,0
oopsilon,oopsilon,0
u,U,0
elegance,elegance,0
albatross,albatross,0
empirical,empirical,0
hecl,hecl,0
qed-lang,qed-lang,0
slick,Slick,0
bossam,Bossam Rule Language,0
csl,CSL,0
phylip,phylip,0
public-key-file,Public Key File,0
realbasic,REALBasic (now Xojo),0
send-standard,Standard for Exchange of Non-clinical Data,0
val,VAL,0
robot-battle,Robot Battle,0
infer,INFER,0
s-sl,S/SL,0
alcor,ALCOR,0
larceny,Larceny Scheme implementation,0
acornsoft-logo,Acornsoft Logo,0
napier88,Napier88,0
tymshare-superbasic,Tymshare SuperBasic,0
eco-editor,eco-editor,0
sham,sham,0
dexterity,Dexterity,0
daml,DARPA Agent Markup Language,0
pascal-mtp,PASCAL/MT+,0
limdep,LIMDEP,0
sasl-programming-language,SASL,0
atom,Atom,0
grid-notation,grid-notation,0
fork-lang,fork-lang,0
mewmew,MewMew,0
snit,Snit,0
ncar-command-language,NCAR Command Language,0
khepri,Khepri,0
typographical-number-theory,Typographical Number Theory,0
sisc,SISC,0
scheme-2-d,Scheme 2-D,0
secure-operations-language,Secure Operations Language,0
uncol,UNCOL,0
sugartex,sugartex,0
alpha-programming-language,Alpha,0
altran,ALTRAN,0
powerhouse-programming-language,PowerHouse,0
ed-editor,ed,0
y-lang,y-lang,0
calypso,Calypso,0
mama-software,Mama,0
zigzag,ZigZag,0
actor,Actor,0
gello,Gello Expression Language,0
ometa,OMeta,0
npl-lang,NPL,0
sr-programming-language,SR,0
ifps,IFPS,0
matita,Matita,0
abstract-state-machine-language,Abstract State Machine Language,0
ca-telon,CA-Telon,0
lynx,Lynx,0
pikt,PIKT,0
snowball-programming-language,Snowball,0
whack,whack,0
dasl,Distributed Application Specification Language,0
preforth,preforth,0
smalltalk-mt,Smalltalk MT,0
minc,MINC,0
owbasic,OWBasic,0
phoenix-object-basic,Phoenix Object Basic,0
occam-pi,Occam π,0
quaint-lang,quaint-lang,0
gauche,Gauche Scheme implementation,0
ecological-metadata-language,Ecological Metadata Language,0
mumath,muMath,0
palcode,PALcode,0
pict,PICT,0
yap-prolog,YAP,0
hascript,IBM HAScript,0
pl-11,PL-11,0
roop,ROOP,0
zopl,ZOPL,0
kermeta,Kermeta,0
fx-87,FX-87,0
jaws-scripting-language,JAWS Scripting Language,0
macroml,MacroML,0
remix,remix,0
shex,ShEx,0
business-object-notation,Business Object Notation,0
cybil,CYBIL,0
datapoint-dasl,Datapoint's Advanced Systems Language,0
formac,FORMAC,0
neutron,neutron,0
emerald-lang,emerald-lang,0
tibet,tibet,0
ad-hoc,Ad-hoc,0
polymath,polymath,0
edina,Edina,0
rocket,rocket,0
jammy,Jammy,0
nlpl,nlpl,0
lsd,lsd,0
calc4,Calc4,0
eskew,eskew,0
serious,Serious,0
boa,boa,0
c-talk,c-talk,0
freefem,Freefem,0
hilbert,hilbert,0
lush,Lush,0
pickle-format,Pickle,0
pikachu,pikachu,0
spice,Spice,0
ttsneo,ttsneo,0
typoscript,Typoscript,0
algae,Algae,0
ascii-armor,ASCII Armor,0
homespring,Homespring,0
plain,PLAIN,0
post-x,Post-X,0
prompter,prompter,0
ssl-lang,ssl-lang,0
squire,Squire,0
subtext,Subtext,0
cal,CAL Actor Language,0
fuzzyclips,FuzzyCLIPS,0
tektronix,Tektronix 4050,0
ibm-1401-symbolic-programming-system,IBM 1401 Symbolic Programming System,0
information-algebra,Information Algebra,0
pvs,PVS,0
real-time-cmix,Real-time Cmix,0
strand-programming-language,Strand,0
abcl,Actor-Based Concurrent Language,0
sbasic,SBASIC,0
tiger-basic,Tiger-BASIC,0
ibm-rational-sqabasic,IBM Rational SQABasic,0
high-tech-basic,High Tech BASIC,0
mentat,Mentat,0
blazex,BlazeX,0
setlx,setlx,0
knight,Knight,0
hook,Hook,0
hummingbird-quickscript,Hummingbird QuickScript,0
stratego,Stratego/XT,0
daml-oil,DAML+OIL,0
simple,SIMPLE,0
xcore,XCore Architecture,0
advanced-continuous-simulation-language,Advanced Continuous Simulation Language,0
averest,Averest,0
eumel,EUMEL,0
ssb,Secure Scuttlebutt,0
mathtype,MathType,0
flame-ir,flame-ir,0
toki-sona,toki sona,0
cokescript,CokeScript,0
qed-editor,QED,0
common-log-format,Common Log Format,0
ethernet,Ethernet,0
jpeg-format,JPEG,0
ofx,Open Financial Exchange,0
patch,patch,0
ex-editor,ex,0
mass-energy-equation,Mass Energy Equation,0
autoconf,Autoconf,0
interpress,Interpress,0
xgmml,XGMML,0
filetab,FILETAB,0
service-modeling-language,Service Modeling Language,0
sa-c-programming-language,SA-C,0
beflix,BEFLIX,0
data-access-language,Data Access Language,0
corvision,CorVision,0
ial,IAL,0
joe-e,Joe-E,0
o-matrix,O-Matrix,0
chip-programming-language,CHIP,0
datatrieve,DATATRIEVE,0
aiml,AIML,0
s2,System 2,0
ambit,AMBIT,0
insitux,Insitux,0
o-xml,o:XML,0
cane,Cane,0
sill,sill,0
business-application-language,Business application language,0
iitran,IITRAN,0
r3,r3,0
tefkat,Tefkat,0
compact-application-solution-language,Compact Application Solution Language,0
fxscript,FXScript,0
proset,ProSet,0
minilang,Minilang,0
runiq,runiq,0
20-gate,20-GATE,0
citrine,Citrine,0
pcrap,PCrap,0
rigc,RigC,0
chika,Chika,0
latte-js,latte-js,0
duro,duro,0
lesma,Lesma,0
huwcode,HuwCode,0
penguor,penguor,0
taxa,taxa,0
acorn-lang,acorn-lang,0
newclay,newclay,0
idio,Idio,0
mewl,Mewl,0
codeflow,codeflow,0
storymatic,Storymatic,0
esoteric-reaction,Esoteric Reaction,0
horse64,Horse64,0
passambler,passambler,0
rockstar-rkt,rockstar-rkt,0
workfl,Workfl,0
gamerlanguage,GamerLanguage,0
entropy,Entropy,0
links,links,0
loom,Loom,0
o42a,o42a,0
operon,operon,0
planguage,Planguage,0
runic,runic,0
sarl,SARL,0
suneido,Suneido,0
whalecalf,whalecalf,0
das,DAS,0
g-expressions,g-expressions,0
metaweb-query-language,Metaweb Query Language,0
newton,Newton,0
pandora,Pandora,0
psi,PSI,0
rapidgen-rpl,rapidgen-rpl,0
rbscript,rbscript,0
rust-hir,Rust HIR,0
wast,WebAssembly Text Format,0
xduce,xduce,0
euboea,euboea,0
wlambda,WLambda,0
zlang,zlang,0
nuprl,Nuprl,0
absys,ABSYS,0
kl0,KL0,0
ail,AIL,0
cql,cql,0
nulan,nulan,0
qute,QUTE,0
hotcocoalisp,Hot Cocoa Lisp,0
xdr,XDR Schema,0
sox,Schema for Object-Oriented XML,0
lexx-editor,LEXX,0
coffee-cinema-4d,COFFEE Cinema 4D,0
visual-dialogscript,Visual DialogScript,0
bayer-expressions,Bayer Expressions,0
edscript,ed script,0
datomic,Datomic,0
cytosol,cytosol,0
iptables-rope,IpTables Rope,0
sort-merge-generator,Sort Merge Generator,0
clx,CLX,0
scriptol,Scriptol,0
adenine-programming-language,Adenine,0
lagoona,Lagoona,0
tacpol-programming-language,TACPOL,0
maria-xml,MARIA XML,0
bbj,BBj,0
bbx,BBx,0
yakou-lang,Yakou Lang,0
typecastjs,Typecast.js,0
curly,Curly,0
rye,Rye,0
r2ml,R2ML,0
jsml,JSML,0
symbolic-assembly,SYMBOLIC ASSEMBLY,0
sheerpower4gl,SheerPower4GL,0
flexml,FleXML,0
grml,GRML,0
robic,Robic,0
thinglab,ThingLab,0
51forth,51forth,0
concurrent-metatem,Concurrent METATEM,0
lispme,LispMe,0
met-english,Met-English,0
objectpal,ObjectPAL,0
tlc,Tag Line Commands,579
daonode,daonode,0
rustscript,RustScript,0
mawk,mawk,0
shadama,shadama,0
rio,rio,0
ricscript,RicScript,0
runrev,RunRev,0
xmtc,XMTC,0
ape100,APE100,0
basicx,BasicX,0
rasp,RASP,0
canon-capsl,CaPSL,0
corbascript,CorbaScript,0
bizubee,Bizubee,0
kavascript,KavaScript,0
octune,Octune,0
baby-modula-3,Baby modula-3,0
hbasic,Hbasic,0
mlpolyr,mlpolyr,0
multi-user-basic,Multi-user BASIC,0
riff,Riff,0
geogebra,GeoGebra,0
cotton,Cotton,0
forthscript,ForthScript,0
lamderp,lamderp,0
iode,Iode,0
pearscript,PearScript,0
woe,woe,0
hpp,H++,0
jingo,Jingo,0
hina,Hina,0
microl,microl,0
fern,Fern,0
meanscriptcli,MeanscriptCLI,0
cosh,cosh,0
mountain,mountain,0
lambcalc,lambcalc,0
broccoli-1,Broccoli,0
draconian,draconian,0
mai,mai,0
8th,8th,0
arvelie-format,arvelie-format,0
converge,converge,0
flare,Flare,0
michelson,michelson,0
mool,MINI OBJECT-ORIENTED LANGUAGE,0
plasma,plasma,0
timpani,Timpani,0
aarch64,AArch64,0
class,CLASS,0
edison,Edison,0
electre,Electre,0
everparse3d,EverParse3D,0
grin,GRIN,0
guru,guru,0
iikuse,iikuse,0
manticore,manticore,0
nelua,Nelua,0
please,PLEASE,0
seq,Seq,0
strudel,strudel,0
v-visual-language,V,0
xml-ql,XML Query Language,0
xt3d,xt3d,0
mathjax,MathJax,0
nirvana,nirvana,0
truck,truck,0
x-basic,X-BASIC,0
t-lang,t-lang,0
xupdate,Xupdate,0
language-server-protocol,LSP,0
root-format,root-format,0
dkim-standard,DomainKeys Identified Mail,0
ghc,GHC,0
jmap,JMAP,0
psyco,PSYCO,0
alfred,alfred,0
boost-lib,Boost C++ libraries,0
docker,Docker,0
parquet,parquet,0
linoleum,Linoleum (L.in.oleum),0
graphql-plus-minus,GraphQL+-,0
mockingbird-notation,mockingbird-notation,0
kernel,kernel,0
soulver,Soulver,0
sourcetree,Sourcetree,0
abacus-machine,Abacus,0
ads-b-standard,ADS-B,0
attic-numerals,Attic numerals,0
bitarray,Bit array,0
fast-fourier-transform-equation,Fast Fourier Transform Equation,0
feynman-diagram,Feynman diagram,0
greek-numerals,Greek numerals,0
navier-stokes-equation,Navier-Stokes Equation,0
pascals-calculator-machine,Pascal's calculator,0
roman-abacus-machine,Roman abacus,0
roman-numerals,Roman numerals,0
sparqcode,SPARQCode,0
spf-standard,Sender Policy Framework,0
alohanet,ALOHAnet,0
cuecat,CueCat,0
etruscan-numerals,Etruscan numerals,0
fibonacci-notation,Liber Abaci,0
jpp,Visual J++,0
monodevelop-editor,MonoDevelop,0
normal-distribution-equation,Normal Distribution Equation,0
sk8,SK8,0
vdm-sl,Vienna Development Method Specification Language,0
address,Address,0
afs,AFS,0
amperes-circuital-equation,Ampère's Circuital Equation,0
apple-1-machine,Apple I,0
atom-editor,Atom,0
coulombs-equation,Coulomb's Equation,0
cubase,Steinberg Cubase,0
faradays-induction-equation,Faraday's Induction Equation,0
gauss-flux-equation,Gauss Flux Formula,0
gauss-magnetism-equation,Gauss Magnetism Formula,0
hccb,HCCB,0
hlasm,HLASM,0
imac-machine,IMac,0
ingres,Ingres database,0
ipad-machine,IPad,0
iphone-machine,IPhone,0
ipv4,IPv4,0
language-h,Language H,0
macbook-air-machine,MacBook Air,0
macintosh-machine,Macintosh,0
mp3-format,MP3,0
opendoc-protocol,OpenDoc,0
pl-i-subset-g,PL/I,0
price-equation,Price Equation,0
pythagorean-equation,Pythagorean Equation,0
set-builder-notation,Set-builder notation,0
sprite-os,Sprite Operating System,0
structured-storage,COM Structured Storage,0
sybyl-notation,SYBYL line notation,0
wiswesser-line-notation,Wiswesser line notation,0
bayes-equation,Bayes' Equation,0
dot-product-equation,Dot Product Equation,0
gravity-equation,Gravity Equation,0
information-theory-equation,Information Theory Equation,0
ipfs,InterPlanetary File System,0
nroff,nroff,0
phigs,PHIGS,0
png-format,PNG,0
qfx,QFX file format,0
razor,Razor,0
schoonschip,Schoonschip,0
setun,Setun,0
squoze,SQUOZE,0
stringcomp,STRINGCOMP,0
watbol,WATBOL,0
algol-x,ALGOL X,0
energy-momentum-equation,Energy Momentum Equation,0
heic,HEIC,0
lincos,Lincos,0
molecular-query-language,Molecular Query Language,0
semi-thue-system,Semi-Thue,0
shrdlu,SHRDLU,0
superplan,Superplan,0
advice-taker,Advice Taker,0
bbn-lisp,BBN-LISP,0
eqn,eqn,0
eulers-equation,Euler's Equation,0
genstat,GENSTAT,0
hyperfun,HyperFun,0
kyma,Kyma,0
macintosh-common-lisp,Macintosh Common Lisp,0
object-definition-language,Object Definition Language,0
objvlisp,ObjVlisp,0
pm2,PM2,0
prologpp,Prolog++,0
flang,FLANG,0
gasp,General Activity Simulation Program,0
integral-equation,Integral Equation,0
iota-and-jot,Iota-and-jot,0
little-smalltalk,Little Smalltalk,0
optimization-programming-language,Optimization Programming Language,0
parasolid,Parasolid,0
sdl,Shared Dataspace Language,0
dad,DAD,0
gofer,Gofer,0
plum,Programming Language for the University of Maryland,0
interscript,Interscript,0
iso-8601,ISO 8601,0
nyquist,Nyquist,0
rosetta-2,Rosetta-2,0
definite-clause-grammar-notation,Definite clause grammar,0
lyric,Language for Your Remote Instruction by Computer,0
zpl,ZPL,0
swym,Swym,0
login,LOGIN,0
bistro-programming-language,Bistro,0
gfoo,gfoo,0
smarts,SMILES arbitrary target specification,0
moescript,Moescript,0
tridash,tridash,0
wats,wats,0
weebasic,weebasic,0
futurescript,FutureScript,0
textframe,TextFrame,0
broccoli,Broccoli,0
stacklang,stacklang,0
psyche,psyche,0
broccoli-2,Broccoli,0
clox,clox,0
rlox,rlox,0
bel-lang,Biological Expression Language,0
datev,datev,0
dynamo-pm,dynamo-pm,0
eta,eta,0
foundry,foundry,0
grain,grain,0
habit,habit,0
linked-markdown,Linked Markdown,0
liquidity,liquidity,0
mypy,mypy,0
numpad,NumPad,0
package-control-pm,package-control-pm,0
scriptease,ScriptEase,0
tablatal,tablatal,0
afnix,Afnix,0
arrow,arrow,0
axt-format,axt-format,0
bed-format,Browser Extensible Data Format,0
duel,DUEL,0
eqs,EQS,0
ez,EZ,0
interleaved-notation,Interleaved Notation,0
oasis,OASIS,0
pamela,PAMELA,0
system-v-abi,System V ABI,0
titanium,Titanium,0
w,w,0
moby-programming-language,Moby,0
algobox,algobox,0
comsol-script,COMSOL Script,0
nosica,Nosica,0
beagle,beagle,0
bitc,BitC,0
boxx,Boxx,0
hyper-basic,Hyper Basic,0
metal-programming-language,MetaL,0
monesa,Monesa,0
scieneer-common-lisp,Scieneer Common Lisp,0
smalltalk-yx,Smalltalk YX,0
tibbo-basic,Tibbo BASIC,0
touchdevelop,TouchDevelop,0
ujml,UJML,0
windev,WinDev,0
wlanguage,Wlanguage,0
xprofan,XProfan,0
bigwig-programming-language,Bigwig Programming Language,0
deesel,Deesel,0
seph-programming-language,Seph,0
simkin-programming-language,Simkin,0
timber-programming-language,Timber,0
micro-prolog,Micro-PROLOG,0
superxpp,Superx++,0
chain-programming-language,CHAIN,0
escapade-programming-language,Escapade,0
izibasic,Izibasic,0
m-programming-language,M,0
mocklisp,Mocklisp,0
moonrock-basic-compiler,Moonrock Basic Compiler,0
omikron-basic,Omikron BASIC,0
proc-procedure-language,PROC procedure language,0
bon-programming-language,Bon,0
marmot,Marmot,0
portal-langage,Portal langage,0
powerlanguage,PowerLanguage,0
http-3,HTTP/3,0
musp,MUSP,0
ngl-programming-language,NGL,0
klerer-may-system,Klerer-May System,0
lkif,Legal Knowledge Interchange Format,0
opl-langage-informatique,OPL,0
iscript,iScript,0
snobol4,SNOBOL4,0
tsar,tsar,0
royalscript,RoyalScript,0
dreamlisp,dreamlisp,0
tawa,Tawa,0
sugi,Sugi,0
bag-format,bag-format,0
calc,calc,0
clojars-pm,clojars-pm,0
cocoapods-pm,cocoapods-pm,0
cpan-pm,cpan-pm,0
crates-pm,crates-pm,0
ctan-pm,ctan-pm,0
darklang,darklang,0
dio,dio,0
enso-lang,enso,0
extempore,Extempore,0
goose,goose,0
grunt,grunt,0
imp-lang,imp-lang,0
jmespath,JMESPath,0
juttle,juttle,0
kilo-lisp,kilo-lisp,0
lasp,lasp,0
leazy,Leazy,0
melpha-pm,melpha-pm,0
pacmanconf,PacmanConf,0
pbt-omega,Omega,0
pgql,pgql,0
pickcode,PickCode,0
pkgconfig,PkgConfig,0
plink-bed-format,plink-bed-format,0
plumb,plumb,0
powershell-gallery-pm,powershell-gallery-pm,0
pseint,PSeInt,0
robotc,robotc,0
rosie,rosie,0
versioned-text-markup-language,versioned-text-markup-language,0
abel,ABEL,0
bolt,BOLT,0
ccs,CCS,0
chimera,Chimera,0
descartes,Descartes,0
dino,DINO,0
dlp,DLP,0
hscript,HScript,0
lila,Lila,0
lorel,Lorel,0
methodology-description-language,MDL,0
paisley,PAISley,0
relational-data-file,Relational Data File,0
rsl,RAISE Specification Language,0
scan,SCAN,0
stl,Statement List,0
tl-isa,Timeless Instruction Set (TL ISA),0
unql,UnQL,0
watfor,WATFOR,0
wikitax,Wikitax,0
it,IT,0
sqhtml,SQHTML,0
hedy,Hedy,0
floral,Floral,0
unlws,unlws,0
webstorm-editor,WebStorm,0
rec-studio,REC Studio,0
thune,thune,0
biplan,BIPLAN,0
bytecode-modeling-language,bytecode-modeling-language,0
coi-protocol,coi-protocol,0
datalisp,Datalisp,0
farcaster,Farcaster,0
iqr,iqr,0
jedit-editor,jedit-editor,0
lunar,lunar,0
marten,marten,0
nova-editor,Nova,0
phpstorm-editor,PhpStorm,0
plush,Plush,0
resharper-editor,resharper-editor,0
rider-editor,rider-editor,0
rsharp,rsharp,0
ruby-mine-editor,ruby-mine-editor,0
scopes,scopes,0
solaris-pm,solaris-pm,0
stx,stx,0
tetruss-app,tetruss-app,0
unicon-adl,unicon-adl,0
vortex,Vortex,0
aubit-4gl,aubit-4gl,0
aur-pm,AUR,0
bscript-interpreter,bscript-interpreter,0
bscript,BScript,0
chicken-lang,chicken-lang,0
cixl,cixl,0
clickpath,clickpath,0
coral-lang,Coral,0
domino,domino,0
frtime,frtime,0
hac,hac,0
hsaml-format,hsaml-format,0
imandra,Imandra Protocol Language,0
klisp,klisp,0
kvsapi,kvsapi,0
lanai,Lanai,0
lazarus-editor,lazarus-editor,0
listdown,listdown,0
mascara,Mascara,0
multihash-hash-function,Multihash,0
paperalgo,paperalgo,0
powerloom-knowledgebase,powerloom-knowledgeBase,0
quicksight-app,quicksight-app,0
rlmeta,rlmeta,0
sepi,sepi,0
shade,shade,0
shml,shml,0
smartgameformat,SmartGameFormat,0
snbt,SNBT,0
tab,tab,0
tarot,tarot,0
teal,teal,0
underlay,underlay,0
vim-scripts-pm,Vim Scripts,0
visual-studio-marketplace-pm,Visual Studio Marketplace,0
